%labels Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst,Pred,Pr -1,Pr 0,Pr 1
1,1,1,28.07,14.8685,0.0233614,3.20665,0.001,87,1.07,1.11,58.9,0,0,0,0.80824,0.19176
1,1,1,28.07,14.8685,0.0233614,3.20665,0.05,-1,-1,-1,-1,-1,-1,0.949347,0,0.050653
1,1,1,28.07,14.8685,0.0233614,3.20665,0.005,46,1.09,1.13,26.78,1,1,0,0.3588,0.6412
1,1,1,28.07,14.8685,0.0233614,3.20665,0.1,-1,-1,-1,-1,-1,-1,0.960226,0,0.0397736
1,1,1,28.07,14.8685,0.0233614,3.20665,0.025,38,1.19,1.23,19.8,1,1,0,0.0534639,0.946536
1,1,1,28.07,14.8685,0.0233614,3.20665,0.01,44,1.11,1.15,22.55,1,1,0,0.185848,0.814152
1,1,1,52.98,27.1019,0.0206411,2.83233,0.005,32,1.1,1.14,17.64,1,1,0,0.280986,0.719014
1,1,1,52.98,27.1019,0.0206411,2.83233,0.01,29,1.1,1.15,14.76,1,1,0,0.112558,0.887442
1,1,1,52.98,27.1019,0.0206411,2.83233,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,52.98,27.1019,0.0206411,2.83233,0,141,1.03,1.07,127.7,0,0,0,0.956153,0.0438473
1,1,1,52.98,27.1019,0.0206411,2.83233,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,52.98,27.1019,0.0206411,2.83233,0.1,-1,-1,-1,-1,-1,-1,0.953023,0,0.0469768
1,1,1,52.98,27.1019,0.0206411,2.83233,0.001,65,1.09,1.13,39.96,0,0,0,0.915041,0.0849593
1,1,1,52.98,27.1019,0.0206411,2.83233,0.025,29,1.12,1.16,15.87,1,1,0,0,1
1,1,1,85.32,56.3723,0.000627988,3.90008,0.075,-1,-1,-1,-1,-1,-1,0.874797,0,0.125203
1,1,1,85.32,56.3723,0.000627988,3.90008,0.005,67,1.29,1.34,49.22,0,0,0,0.882219,0.117781
1,1,1,85.32,56.3723,0.000627988,3.90008,0.001,123,1.22,1.27,109.8,0,0,0,0.92361,0.0763902
1,1,1,85.32,56.3723,0.000627988,3.90008,0.025,28,1.34,1.39,14.56,1,1,0,0.176035,0.823965
1,1,1,85.32,56.3723,0.000627988,3.90008,0.01,41,1.32,1.37,29.23,0,0,0,0.886264,0.113736
1,1,1,85.32,56.3723,0.000627988,3.90008,0.05,-1,-1,-1,-1,-1,-1,0.91744,0,0.0825597
1,1,1,85.32,56.3723,0.000627988,3.90008,0.1,-1,-1,-1,-1,-1,-1,0.901994,0,0.098006
1,1,1,85.32,56.3723,0.000627988,3.90008,0,200,1.03,1.07,211.8,0,0,0.038151,0.923001,0.0388483
1,1,1,4.89,3.51525,0.131104,2.67979,0,36,1.03,1.07,19.46,1,1,0,0.184803,0.815197
1,1,1,4.89,3.51525,0.131104,2.67979,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.51525,0.131104,2.67979,0.01,31,1.06,1.1,16.63,1,1,0,0,1
1,1,1,4.89,3.51525,0.131104,2.67979,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.51525,0.131104,2.67979,0.1,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,4.89,3.51525,0.131104,2.67979,0.005,36,1.04,1.07,16.88,1,1,0,0.405306,0.594694
1,1,1,4.89,3.51525,0.131104,2.67979,0.025,-1,-1,-1,-1,-1,-1,0.83795,0,0.16205
1,1,1,4.89,3.51525,0.131104,2.67979,0.001,37,1.04,1.07,22.71,1,1,0,0.257671,0.742329
1,1,1,9.24,6.37047,0.0439893,3.20291,0.001,56,1.04,1.07,30.82,0,0,0,1,0
1,1,1,9.24,6.37047,0.0439893,3.20291,0,59,1.03,1.07,39.87,0,0,0,0.915621,0.0843787
1,1,1,9.24,6.37047,0.0439893,3.20291,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,9.24,6.37047,0.0439893,3.20291,0.025,28,1.22,1.26,14.24,1,1,0,0.142073,0.857927
1,1,1,9.24,6.37047,0.0439893,3.20291,0.05,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,9.24,6.37047,0.0439893,3.20291,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,9.24,6.37047,0.0439893,3.20291,0.005,49,1.07,1.12,26,0,1,0,0.499151,0.500849
1,1,1,9.24,6.37047,0.0439893,3.20291,0.01,37,1.13,1.17,20.76,0,1,0,0.256627,0.743373
1,1,1,62.1,31.5617,0.0292126,2.1225,0.075,-1,-1,-1,-1,-1,-1,0.949873,0,0.0501274
1,1,1,62.1,31.5617,0.0292126,2.1225,0,133,1.03,1.07,131.4,0,0,0,0.952801,0.047199
1,1,1,62.1,31.5617,0.0292126,2.1225,0.025,27,1.11,1.15,14.4,1,1,0,0.0671207,0.932879
1,1,1,62.1,31.5617,0.0292126,2.1225,0.05,-1,-1,-1,-1,-1,-1,0.951804,0,0.0481961
1,1,1,62.1,31.5617,0.0292126,2.1225,0.1,-1,-1,-1,-1,-1,-1,0.928552,0,0.0714477
1,1,1,62.1,31.5617,0.0292126,2.1225,0.01,27,1.1,1.15,18.16,1,1,0,0.389463,0.610537
1,1,1,62.1,31.5617,0.0292126,2.1225,0.005,28,1.1,1.14,14.32,1,1,0,0.346056,0.653944
1,1,1,62.1,31.5617,0.0292126,2.1225,0.001,47,1.09,1.14,27.25,0,0,0,0.747475,0.252525
1,1,1,7.88,4.59556,0.125474,2.56082,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.59556,0.125474,2.56082,0.001,51,1.04,1.07,41.76,0,0,0,1,0
1,1,1,7.88,4.59556,0.125474,2.56082,0,51,1.03,1.07,40.93,0,0,0,0.931338,0.0686619
1,1,1,7.88,4.59556,0.125474,2.56082,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.59556,0.125474,2.56082,0.005,41,1.06,1.1,28.86,0,0,0,0.851936,0.148064
1,1,1,7.88,4.59556,0.125474,2.56082,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.59556,0.125474,2.56082,0.01,28,1.08,1.12,21.19,1,0,0,0.525803,0.474197
1,1,1,7.88,4.59556,0.125474,2.56082,0.025,22,1.12,1.16,18.43,1,1,0,0.139276,0.860724
1,1,1,7.88,4.46715,0.190063,2.05185,0.01,24,1.08,1.12,15.4,1,1,0,0.31578,0.68422
1,1,1,7.88,4.46715,0.190063,2.05185,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.46715,0.190063,2.05185,0.001,46,1.04,1.07,34.66,0,0,0,0.755704,0.244296
1,1,1,7.88,4.46715,0.190063,2.05185,0,47,1.03,1.07,28.92,0,0,0,0.892717,0.107283
1,1,1,7.88,4.46715,0.190063,2.05185,0.025,23,1.11,1.15,11.31,1,1,0,0.0979879,0.902012
1,1,1,7.88,4.46715,0.190063,2.05185,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.46715,0.190063,2.05185,0.1,-1,-1,-1,-1,-1,-1,0.9663,0,0.0336996
1,1,1,7.88,4.46715,0.190063,2.05185,0.005,33,1.07,1.11,22.82,0,0,0,0.812489,0.187511
1,1,1,32.9,19.2055,0.00640228,3.67137,0.025,29,1.29,1.34,16.86,1,1,0,0.128361,0.871639
1,1,1,32.9,19.2055,0.00640228,3.67137,0.075,-1,-1,-1,-1,-1,-1,0.856712,0,0.143288
1,1,1,32.9,19.2055,0.00640228,3.67137,0,129,1.03,1.07,124.8,0,0,0,1,0
1,1,1,32.9,19.2055,0.00640228,3.67137,0.005,61,1.19,1.23,39.13,0,0,0,0.901787,0.0982129
1,1,1,32.9,19.2055,0.00640228,3.67137,0.001,92,1.08,1.12,65.03,0,0,0,0.959585,0.0404145
1,1,1,32.9,19.2055,0.00640228,3.67137,0.05,-1,-1,-1,-1,-1,-1,0.907385,0,0.0926146
1,1,1,32.9,19.2055,0.00640228,3.67137,0.1,-1,-1,-1,-1,-1,-1,0.867575,0,0.132425
1,1,1,32.9,19.2055,0.00640228,3.67137,0.01,49,1.23,1.27,28.03,0,0,0,0.835189,0.164811
1,1,1,72.79,37.3349,0.00702175,3.43468,0,169,1.03,1.07,180.7,0,0,0,0.926735,0.0732646
1,1,1,72.79,37.3349,0.00702175,3.43468,0.075,-1,-1,-1,-1,-1,-1,0.95639,0,0.04361
1,1,1,72.79,37.3349,0.00702175,3.43468,0.01,66,1.12,1.16,52.43,0,0,0,0.901864,0.0981358
1,1,1,72.79,37.3349,0.00702175,3.43468,0.001,78,1.09,1.13,56.55,0,0,0,1,0
1,1,1,72.79,37.3349,0.00702175,3.43468,0.05,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,72.79,37.3349,0.00702175,3.43468,0.1,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,72.79,37.3349,0.00702175,3.43468,0.025,41,1.23,1.27,26.48,1,1,0,0.0980092,0.901991
1,1,1,72.79,37.3349,0.00702175,3.43468,0.005,66,1.11,1.15,45.58,0,0,0,0.885251,0.114749
1,1,1,9.24,6.04766,0.0505991,3.14184,0,57,1.03,1.07,35.67,0,0,0,0.902472,0.0975276
1,1,1,9.24,6.04766,0.0505991,3.14184,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,9.24,6.04766,0.0505991,3.14184,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,9.24,6.04766,0.0505991,3.14184,0.1,-1,-1,-1,-1,-1,-1,0.955948,0,0.0440515
1,1,1,9.24,6.04766,0.0505991,3.14184,0.025,27,1.21,1.25,13,1,1,0,0.205242,0.794758
1,1,1,9.24,6.04766,0.0505991,3.14184,0.01,38,1.11,1.16,24.14,0,1,0,0.462704,0.537296
1,1,1,9.24,6.04766,0.0505991,3.14184,0.005,46,1.07,1.11,27.55,0,0,0,0.663419,0.336581
1,1,1,9.24,6.04766,0.0505991,3.14184,0.001,55,1.04,1.07,29.73,0,0,0,0.907316,0.0926843
1,1,1,23.95,12.5636,0.0499441,2.64352,0.01,26,1.1,1.14,13.12,1,1,0,0.428362,0.571638
1,1,1,23.95,12.5636,0.0499441,2.64352,0.075,-1,-1,-1,-1,-1,-1,0.860283,0,0.139717
1,1,1,23.95,12.5636,0.0499441,2.64352,0,104,1.03,1.07,87.72,0,0,0,0.95025,0.0497501
1,1,1,23.95,12.5636,0.0499441,2.64352,0.001,71,1.07,1.11,45.73,0,0,0,0.951607,0.0483926
1,1,1,23.95,12.5636,0.0499441,2.64352,0.05,-1,-1,-1,-1,-1,-1,0.861928,0,0.138072
1,1,1,23.95,12.5636,0.0499441,2.64352,0.1,-1,-1,-1,-1,-1,-1,0.8877,0,0.1123
1,1,1,23.95,12.5636,0.0499441,2.64352,0.025,22,1.12,1.16,11.01,1,1,0.0544903,0.094308,0.851202
1,1,1,23.95,12.5636,0.0499441,2.64352,0.005,35,1.09,1.13,21.57,0,0,0,0.906887,0.0931134
1,1,1,6.72,4.18742,0.113626,2.7183,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.18742,0.113626,2.7183,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.18742,0.113626,2.7183,0.025,-1,-1,-1,-1,-1,-1,0.861297,0.0447298,0.0939732
1,1,1,6.72,4.18742,0.113626,2.7183,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.18742,0.113626,2.7183,0.001,45,1.04,1.07,22.98,0,0,0,0.680718,0.319282
1,1,1,6.72,4.18742,0.113626,2.7183,0.01,30,1.07,1.12,13.72,1,1,0,0.212077,0.787923
1,1,1,6.72,4.18742,0.113626,2.7183,0,45,1.03,1.07,23.93,0,0,0,0.901935,0.0980645
1,1,1,6.72,4.18742,0.113626,2.7183,0.005,42,1.05,1.08,20.77,0,0,0,0.85968,0.14032
1,1,1,100,50.5832,0.0123377,2.72663,0.025,31,1.12,1.16,17.27,1,1,0,0.0674116,0.932588
1,1,1,100,50.5832,0.0123377,2.72663,0.075,-1,-1,-1,-1,-1,-1,0.956031,0,0.0439689
1,1,1,100,50.5832,0.0123377,2.72663,0.01,26,1.11,1.15,14.13,1,1,0,0,1
1,1,1,100,50.5832,0.0123377,2.72663,0.001,56,1.1,1.14,34.36,0,0,0,0.879909,0.120091
1,1,1,100,50.5832,0.0123377,2.72663,0.05,-1,-1,-1,-1,-1,-1,0.906887,0,0.0931134
1,1,1,100,50.5832,0.0123377,2.72663,0.1,-1,-1,-1,-1,-1,-1,0.902532,0,0.0974681
1,1,1,100,50.5832,0.0123377,2.72663,0.005,29,1.1,1.14,14.61,1,1,0,0.388834,0.611166
1,1,1,100,50.5832,0.0123377,2.72663,0,188,1.03,1.07,203.5,0,0,0,0.906311,0.0936891
1,1,1,23.95,14.0705,0.0117108,3.55921,0.025,31,1.27,1.31,18.9,1,1,0,0.0665477,0.933452
1,1,1,23.95,14.0705,0.0117108,3.55921,0.075,-1,-1,-1,-1,-1,-1,0.848974,0,0.151026
1,1,1,23.95,14.0705,0.0117108,3.55921,0.01,45,1.2,1.25,24.59,0,0,0,0.87509,0.12491
1,1,1,23.95,14.0705,0.0117108,3.55921,0,111,1.03,1.07,89.37,0,0,0,0.939719,0.0602813
1,1,1,23.95,14.0705,0.0117108,3.55921,0.05,-1,-1,-1,-1,-1,-1,0.949347,0,0.050653
1,1,1,23.95,14.0705,0.0117108,3.55921,0.1,-1,-1,-1,-1,-1,-1,0.90034,0,0.0996596
1,1,1,23.95,14.0705,0.0117108,3.55921,0.005,58,1.15,1.2,38.68,0,0,0,0.976223,0.0237768
1,1,1,23.95,14.0705,0.0117108,3.55921,0.001,91,1.06,1.1,61.15,0,0,0,0.910148,0.0898519
1,1,1,45.2,23.2477,0.0214307,2.94475,0.025,35,1.12,1.16,19.5,1,1,0,0.0469449,0.953055
1,1,1,45.2,23.2477,0.0214307,2.94475,0.075,-1,-1,-1,-1,-1,-1,0.916257,0,0.0837425
1,1,1,45.2,23.2477,0.0214307,2.94475,0.001,71,1.08,1.12,42.79,0,0,0,1,0
1,1,1,45.2,23.2477,0.0214307,2.94475,0.01,32,1.1,1.14,15.14,1,1,0,0.092221,0.907779
1,1,1,45.2,23.2477,0.0214307,2.94475,0.05,-1,-1,-1,-1,-1,-1,0.925974,0,0.0740256
1,1,1,45.2,23.2477,0.0214307,2.94475,0.1,-1,-1,-1,-1,-1,-1,0.924233,0,0.0757672
1,1,1,45.2,23.2477,0.0214307,2.94475,0.005,39,1.1,1.14,18.95,1,1,0,0.274668,0.725332
1,1,1,45.2,23.2477,0.0214307,2.94475,0,136,1.03,1.07,119.7,0,0,0,0.956204,0.0437957
1,1,1,38.57,19.8104,0.0426526,2.2538,0.005,26,1.1,1.14,15.37,1,0,0,0.766009,0.233991
1,1,1,38.57,19.8104,0.0426526,2.2538,0.075,-1,-1,-1,-1,-1,-1,0.854284,0,0.145716
1,1,1,38.57,19.8104,0.0426526,2.2538,0.025,21,1.11,1.15,9.875,1,1,0,0,1
1,1,1,38.57,19.8104,0.0426526,2.2538,0.01,21,1.1,1.14,10.09,1,1,0,0.0920475,0.907952
1,1,1,38.57,19.8104,0.0426526,2.2538,0.05,-1,-1,-1,-1,-1,-1,0.854284,0,0.145716
1,1,1,38.57,19.8104,0.0426526,2.2538,0.1,-1,-1,-1,-1,-1,-1,0.898087,0,0.101913
1,1,1,38.57,19.8104,0.0426526,2.2538,0,115,1.03,1.07,97.3,0,0,0,0.9553,0.0446997
1,1,1,38.57,19.8104,0.0426526,2.2538,0.001,54,1.08,1.13,35.37,0,0,0,1,0
1,1,1,32.9,20.7527,0.00472922,3.72641,0,131,1.03,1.07,113.6,0,0,0,1,0
1,1,1,32.9,20.7527,0.00472922,3.72641,0.075,-1,-1,-1,-1,-1,-1,0.856712,0,0.143288
1,1,1,32.9,20.7527,0.00472922,3.72641,0.001,107,1.1,1.14,80.19,0,0,0,1,0
1,1,1,32.9,20.7527,0.00472922,3.72641,0.05,-1,-1,-1,-1,-1,-1,0.871954,0,0.128046
1,1,1,32.9,20.7527,0.00472922,3.72641,0.025,27,1.3,1.35,14.48,1,1,0,0.091006,0.908994
1,1,1,32.9,20.7527,0.00472922,3.72641,0.1,-1,-1,-1,-1,-1,-1,0.886222,0,0.113778
1,1,1,32.9,20.7527,0.00472922,3.72641,0.01,46,1.25,1.3,28.72,0,0,0,0.883207,0.116793
1,1,1,32.9,20.7527,0.00472922,3.72641,0.005,59,1.21,1.25,34.81,0,0,0,1,0
1,1,1,62.1,31.7825,0.0122377,3.17665,0,155,1.03,1.07,142,0,0,0,0.956204,0.0437957
1,1,1,62.1,31.7825,0.0122377,3.17665,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,62.1,31.7825,0.0122377,3.17665,0.01,43,1.11,1.15,28.09,1,1,0,0.115864,0.884136
1,1,1,62.1,31.7825,0.0122377,3.17665,0.025,42,1.16,1.2,25.41,1,1,0,0.0497322,0.950268
1,1,1,62.1,31.7825,0.0122377,3.17665,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,62.1,31.7825,0.0122377,3.17665,0.1,-1,-1,-1,-1,-1,-1,0.95025,0,0.0497501
1,1,1,62.1,31.7825,0.0122377,3.17665,0.005,43,1.1,1.14,25.39,1,1,0,0.124914,0.875086
1,1,1,62.1,31.7825,0.0122377,3.17665,0.001,74,1.09,1.13,58.51,0,0,0,0.92116,0.0788404
1,1,1,32.9,17.7872,0.0115229,3.5029,0.075,-1,-1,-1,-1,-1,-1,0.901327,0,0.0986731
1,1,1,32.9,17.7872,0.0115229,3.5029,0.001,92,1.07,1.11,68.81,0,0,0,1,0
1,1,1,32.9,17.7872,0.0115229,3.5029,0.05,-1,-1,-1,-1,-1,-1,0.907385,0,0.0926146
1,1,1,32.9,17.7872,0.0115229,3.5029,0.1,-1,-1,-1,-1,-1,-1,0.882399,0,0.117601
1,1,1,32.9,17.7872,0.0115229,3.5029,0,128,1.03,1.07,125.6,0,0,0,0.899304,0.100696
1,1,1,32.9,17.7872,0.0115229,3.5029,0.005,70,1.11,1.15,43.93,0,0,0,0.959585,0.0404145
1,1,1,32.9,17.7872,0.0115229,3.5029,0.025,36,1.24,1.29,21.03,1,1,0,0.12117,0.87883
1,1,1,32.9,17.7872,0.0115229,3.5029,0.01,53,1.18,1.23,29.76,0,0,0,0.915272,0.0847283
1,1,1,72.79,37.5684,0.00529374,3.56046,0.075,-1,-1,-1,-1,-1,-1,0.911727,0,0.0882725
1,1,1,72.79,37.5684,0.00529374,3.56046,0.001,87,1.09,1.13,64.04,0,0,0,1,0
1,1,1,72.79,37.5684,0.00529374,3.56046,0.01,61,1.19,1.23,38.41,0,0,0,0.816165,0.183835
1,1,1,72.79,37.5684,0.00529374,3.56046,0.025,39,1.25,1.29,26.6,1,1,0,0.116399,0.883601
1,1,1,72.79,37.5684,0.00529374,3.56046,0.05,-1,-1,-1,-1,-1,-1,0.925993,0,0.0740068
1,1,1,72.79,37.5684,0.00529374,3.56046,0.1,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,72.79,37.5684,0.00529374,3.56046,0,170,1.03,1.07,166.4,0,0,0,0.95527,0.0447298
1,1,1,72.79,37.5684,0.00529374,3.56046,0.005,84,1.11,1.15,59.33,0,0,0,0.894967,0.105033
1,1,1,85.32,46.9331,0.00136694,3.83703,0.025,31,1.32,1.37,19.28,1,1,0,0.116274,0.883726
1,1,1,85.32,46.9331,0.00136694,3.83703,0.075,-1,-1,-1,-1,-1,-1,0.882545,0,0.117455
1,1,1,85.32,46.9331,0.00136694,3.83703,0.005,69,1.25,1.3,49.26,0,0,0,1,0
1,1,1,85.32,46.9331,0.00136694,3.83703,0.001,142,1.17,1.21,148,0,0,0,1,0
1,1,1,85.32,46.9331,0.00136694,3.83703,0.01,47,1.29,1.34,31.13,0,0,0,0.8493,0.1507
1,1,1,85.32,46.9331,0.00136694,3.83703,0,189,1.03,1.07,198.1,0,0,0,0.923647,0.0763534
1,1,1,85.32,46.9331,0.00136694,3.83703,0.05,-1,-1,-1,-1,-1,-1,0.911727,0,0.0882725
1,1,1,85.32,46.9331,0.00136694,3.83703,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,1.89,1.46069,0.637826,1.41043,0.01,54,1.04,1.07,43.01,1,1,0,0.202569,0.797431
1,1,1,1.89,1.46069,0.637826,1.41043,0.075,-1,-1,-1,-1,-1,-1,0.892916,0,0.107084
1,1,1,1.89,1.46069,0.637826,1.41043,0.025,79,1.08,1.12,71.13,0,0,0,0.739935,0.260065
1,1,1,1.89,1.46069,0.637826,1.41043,0.001,54,1.04,1.07,54.89,1,1,0,0.0943481,0.905652
1,1,1,1.89,1.46069,0.637826,1.41043,0.005,54,1.04,1.07,57.72,1,1,0,0.159079,0.840921
1,1,1,1.89,1.46069,0.637826,1.41043,0.05,-1,-1,-1,-1,-1,-1,0.892916,0,0.107084
1,1,1,1.89,1.46069,0.637826,1.41043,0.1,-1,-1,-1,-1,-1,-1,0.901577,0,0.0984235
1,1,1,1.89,1.46069,0.637826,1.41043,0,55,1.03,1.07,61.4,1,1,0,0.0951887,0.904811
1,1,1,7.88,4.65811,0.111498,2.67095,0.005,42,1.06,1.09,23.45,0,0,0,0.804287,0.195713
1,1,1,7.88,4.65811,0.111498,2.67095,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.65811,0.111498,2.67095,0,51,1.03,1.07,27.18,0,0,0,0.813317,0.186683
1,1,1,7.88,4.65811,0.111498,2.67095,0.001,50,1.04,1.07,26.8,0,0,0,0.955035,0.0449648
1,1,1,7.88,4.65811,0.111498,2.67095,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.65811,0.111498,2.67095,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,7.88,4.65811,0.111498,2.67095,0.025,24,1.12,1.16,14.22,1,1,0,0.0744577,0.925542
1,1,1,7.88,4.65811,0.111498,2.67095,0.01,29,1.08,1.12,15.36,1,1,0,0.0911634,0.908837
1,1,1,23.95,12.5177,0.0614255,2.36854,0.01,23,1.1,1.14,15.74,1,1,0,0.423114,0.576886
1,1,1,23.95,12.5177,0.0614255,2.36854,0.075,-1,-1,-1,-1,-1,-1,0.864486,0,0.135514
1,1,1,23.95,12.5177,0.0614255,2.36854,0.001,61,1.07,1.11,49.34,0,0,0,0.952801,0.047199
1,1,1,23.95,12.5177,0.0614255,2.36854,0.05,-1,-1,-1,-1,-1,-1,0.856087,0,0.143913
1,1,1,23.95,12.5177,0.0614255,2.36854,0.1,-1,-1,-1,-1,-1,-1,0.908932,0,0.0910675
1,1,1,23.95,12.5177,0.0614255,2.36854,0.005,32,1.09,1.13,17.35,0,0,0,0.950887,0.049113
1,1,1,23.95,12.5177,0.0614255,2.36854,0,102,1.03,1.07,102.8,0,0,0,0.9553,0.0446997
1,1,1,23.95,12.5177,0.0614255,2.36854,0.025,19,1.11,1.15,13.37,1,1,0.0517852,0.0930218,0.855193
1,1,1,14.87,8.8613,0.0283838,3.32589,0.025,29,1.23,1.27,16.35,1,1,0,0.0930218,0.906978
1,1,1,14.87,8.8613,0.0283838,3.32589,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,14.87,8.8613,0.0283838,3.32589,0.005,47,1.09,1.13,26.29,0,0,0,0.862377,0.137623
1,1,1,14.87,8.8613,0.0283838,3.32589,0.01,44,1.14,1.19,24.72,0,0,0,0.952056,0.0479443
1,1,1,14.87,8.8613,0.0283838,3.32589,0.05,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,14.87,8.8613,0.0283838,3.32589,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,14.87,8.8613,0.0283838,3.32589,0.001,80,1.04,1.08,51.34,0,0,0,1,0
1,1,1,14.87,8.8613,0.0283838,3.32589,0,82,1.03,1.07,55.75,0,0,0,0.903017,0.0969829
1,1,1,10.83,5.915,0.169062,1.83094,0.075,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,10.83,5.915,0.169062,1.83094,0,57,1.03,1.07,43.68,0,0,0,0.909158,0.0908418
1,1,1,10.83,5.915,0.169062,1.83094,0.001,56,1.04,1.07,43.12,0,0,0,0.9553,0.0446997
1,1,1,10.83,5.915,0.169062,1.83094,0.05,-1,-1,-1,-1,-1,-1,0.906437,0,0.0935626
1,1,1,10.83,5.915,0.169062,1.83094,0.1,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,10.83,5.915,0.169062,1.83094,0.01,23,1.09,1.13,14.02,0,1,0,0.284246,0.715754
1,1,1,10.83,5.915,0.169062,1.83094,0.025,17,1.11,1.15,9.976,1,1,0,0,1
1,1,1,10.83,5.915,0.169062,1.83094,0.005,28,1.08,1.12,19.4,0,0,0,0.635517,0.364483
1,1,1,23.95,12.6831,0.035158,2.99764,0,108,1.03,1.07,95.57,0,0,0,0.932375,0.0676247
1,1,1,23.95,12.6831,0.035158,2.99764,0.075,-1,-1,-1,-1,-1,-1,0.90034,0,0.0996596
1,1,1,23.95,12.6831,0.035158,2.99764,0.01,33,1.1,1.14,18.18,1,1,0,0.046732,0.953268
1,1,1,23.95,12.6831,0.035158,2.99764,0.05,-1,-1,-1,-1,-1,-1,0.905558,0,0.0944422
1,1,1,23.95,12.6831,0.035158,2.99764,0.1,-1,-1,-1,-1,-1,-1,0.926516,0,0.0734835
1,1,1,23.95,12.6831,0.035158,2.99764,0.001,81,1.06,1.11,59.18,0,0,0,1,0
1,1,1,23.95,12.6831,0.035158,2.99764,0.025,34,1.12,1.16,17.24,1,1,0,0.103214,0.896786
1,1,1,23.95,12.6831,0.035158,2.99764,0.005,41,1.09,1.13,23.37,1,0,0,0.525653,0.474347
1,1,1,85.32,43.3402,0.0101621,3.08663,0.075,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,85.32,43.3402,0.0101621,3.08663,0.005,40,1.1,1.14,26.92,1,1,0,0.0374854,0.962515
1,1,1,85.32,43.3402,0.0101621,3.08663,0,182,1.03,1.07,195.4,0,0,0,0.88746,0.11254
1,1,1,85.32,43.3402,0.0101621,3.08663,0.05,-1,-1,-1,-1,-1,-1,0.927304,0,0.0726965
1,1,1,85.32,43.3402,0.0101621,3.08663,0.025,38,1.12,1.16,18.68,1,1,0,0.0498559,0.950144
1,1,1,85.32,43.3402,0.0101621,3.08663,0.1,-1,-1,-1,-1,-1,-1,0.882545,0,0.117455
1,1,1,85.32,43.3402,0.0101621,3.08663,0.01,40,1.11,1.15,22.98,1,1,0,0.158746,0.841254
1,1,1,85.32,43.3402,0.0101621,3.08663,0.001,66,1.09,1.14,38.95,0,0,0,0.875015,0.124985
1,1,1,20.43,11.5056,0.0210196,3.38391,0.075,-1,-1,-1,-1,-1,-1,0.955696,0,0.0443036
1,1,1,20.43,11.5056,0.0210196,3.38391,0.005,52,1.09,1.14,28.2,0,0,0,0.908154,0.0918458
1,1,1,20.43,11.5056,0.0210196,3.38391,0.01,45,1.15,1.19,26.86,0,0,0,0.903246,0.0967543
1,1,1,20.43,11.5056,0.0210196,3.38391,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,20.43,11.5056,0.0210196,3.38391,0.025,31,1.23,1.27,16.39,1,1,0,0.0857619,0.914238
1,1,1,20.43,11.5056,0.0210196,3.38391,0.1,-1,-1,-1,-1,-1,-1,1,0,0
